Maximum Requested Group Size 1,Preferred Entry Date 2,Preferred Division 2,Minimum Acceptable Group Size 2,Maximum Requested Group Size 2,Preferred Entry Date 3,Preferred Division 3,Minimum Acceptable Group Size 3,Maximum Requested Group Size 3,Results Status,Awarded Preference,Awarded Entrance Code/Name,Awarded Group Size,State
6,8/11/2023,Colchuck Zone,6,6,8/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,8/3/2023,Core Enchantment Zone,2,2,8/10/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,7/24/2023,Core Enchantment Zone,2,2,7/24/2023,Snow Zone,2,2,Unsuccessful,,,,WA
8,9/13/2023,Core Enchantment Zone,8,8,9/20/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,IL
4,8/8/2023,Core Enchantment Zone,4,4,8/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/7/2023,Colchuck Zone,4,4,,,,,Unsuccessful,,,,WA
8,7/21/2023,Colchuck Zone,8,8,7/14/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/25/2023,Colchuck Zone,4,4,8/18/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,7/30/2023,Core Enchantment Zone,8,8,7/30/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
4,9/8/2023,Colchuck Zone,4,4,9/15/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,9/1/2023,Colchuck Zone,4,4,9/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
4,9/15/2023,Core Enchantment Zone,4,4,9/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/14/2023,Colchuck Zone,8,8,9/14/2023,Snow Zone,8,8,Unsuccessful,,,,WA
8,9/9/2023,Snow Zone,8,8,8/19/2023,Eightmile/Caroline Zone,8,8,Unsuccessful,,,,WA
4,8/21/2023,Colchuck Zone,4,4,9/4/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
6,8/21/2023,Core Enchantment Zone,6,6,8/22/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/5/2023,Snow Zone,4,4,8/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/11/2023,Core Enchantment Zone,4,4,8/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/25/2023,Core Enchantment Zone,6,6,9/1/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,5/29/2023,Snow Zone,2,2,6/19/2023,Eightmile/Caroline Zone,2,2,Unsuccessful,,,,OR
6,9/21/2023,Core Enchantment Zone,8,8,9/14/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,VA
8,10/2/2023,Snow Zone,8,8,9/19/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
7,9/2/2023,Core Enchantment Zone,7,7,9/23/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,WA
4,8/15/2023,Core Enchantment Zone,4,4,9/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,9/1/2023,Core Enchantment Zone,3,3,9/8/2023,Core Enchantment Zone,3,3,Awarded,3,Core Enchantment Zone,3,MN
8,,,,,,,,,Unsuccessful,,,,CA
8,8/9/2023,Colchuck Zone,8,8,8/16/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
8,8/20/2023,Snow Zone,8,8,8/20/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
4,9/5/2023,Colchuck Zone,3,3,9/5/2023,Colchuck Zone,3,3,Unsuccessful,,,,OR
6,8/17/2023,Colchuck Zone,6,6,9/14/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,7/13/2023,Core Enchantment Zone,2,2,9/14/2023,Stuart  Zone,2,2,Unsuccessful,,,,OR
2,7/7/2023,Snow Zone,2,2,7/7/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
8,8/13/2023,Core Enchantment Zone,8,8,8/19/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/13/2023,Colchuck Zone,2,2,8/20/2023,Colchuck Zone,2,2,Unsuccessful,,,,IL
8,7/20/2023,Core Enchantment Zone,8,8,7/27/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,NY
4,8/24/2023,Core Enchantment Zone,4,4,9/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/3/2023,Core Enchantment Zone,4,4,,,,,Unsuccessful,,,,WI
4,7/23/2023,Core Enchantment Zone,4,4,6/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,6/3/2023,Core Enchantment Zone,4,4,6/3/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
4,8/12/2023,Core Enchantment Zone,4,4,8/19/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/19/2023,Colchuck Zone,4,4,9/20/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,9/15/2023,Stuart  Zone,8,8,8/18/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
3,6/17/2023,Core Enchantment Zone,3,3,6/30/2023,Colchuck Zone,3,3,Unsuccessful,,,,WA
4,8/1/2023,Eightmile/Caroline Zone,4,4,8/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,7/29/2023,Core Enchantment Zone,5,5,7/22/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
2,10/10/2023,Core Enchantment Zone,2,2,10/17/2023,Core Enchantment Zone,2,2,Awarded,3,Core Enchantment Zone,2,WA
6,10/11/2023,Core Enchantment Zone,6,6,10/11/2023,Stuart Zone (stock),6,6,Unsuccessful,,,,TX
4,8/22/2023,Core Enchantment Zone,4,4,8/22/2023,Snow Zone,4,4,Unsuccessful,,,,MI
3,9/2/2023,Core Enchantment Zone,3,3,9/23/2023,Colchuck Zone,2,2,Unsuccessful,,,,OR
6,7/31/2023,Colchuck Zone,6,6,7/31/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
2,8/12/2023,Snow Zone,2,2,7/24/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
5,8/18/2023,Core Enchantment Zone,5,5,9/1/2023,Colchuck Zone,5,5,Unsuccessful,,,,WA
2,6/10/2023,Colchuck Zone,2,2,9/23/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,UT
4,8/10/2023,Core Enchantment Zone,4,4,8/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,7/24/2023,Eightmile/Caroline Zone,2,2,7/25/2023,Colchuck Zone,2,2,Awarded,2,Eightmile/Caroline Zone,2,OR
8,8/12/2023,Colchuck Zone,8,8,8/19/2023,Snow Zone,6,6,Unsuccessful,,,,WA
2,8/2/2023,Colchuck Zone,2,2,8/23/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
6,8/2/2023,Core Enchantment Zone,6,6,8/9/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/9/2023,Core Enchantment Zone,4,4,9/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CO
6,9/12/2023,Core Enchantment Zone,6,6,10/10/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/11/2023,Core Enchantment Zone,4,4,7/31/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/30/2023,Snow Zone,2,2,8/27/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
4,8/12/2023,Snow Zone,4,4,8/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,MT
4,8/29/2023,Core Enchantment Zone,4,4,7/12/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/5/2023,Core Enchantment Zone,4,4,8/19/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/5/2023,Colchuck Zone,4,4,8/12/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/14/2023,Snow Zone,4,4,8/15/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
6,9/3/2023,Colchuck Zone,6,6,10/15/2023,Core Enchantment Zone,4,4,Awarded,1,Snow Zone,6,WA
6,10/8/2023,Core Enchantment Zone,6,6,8/12/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
2,8/17/2023,Core Enchantment Zone,2,2,8/24/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/11/2023,Colchuck Zone,4,4,8/11/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
4,10/12/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,8/17/2023,Core Enchantment Zone,8,8,8/17/2023,Snow Zone,8,8,Awarded,3,Snow Zone,8,WA
8,9/21/2023,Snow Zone,8,8,9/20/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
5,9/1/2023,Snow Zone,5,5,7/25/2023,Colchuck Zone,5,5,Unsuccessful,,,,WA
8,8/19/2023,Core Enchantment Zone,8,8,9/9/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,7/24/2023,Core Enchantment Zone,4,4,7/31/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/8/2023,Core Enchantment Zone,6,6,7/15/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,8/7/2023,Core Enchantment Zone,2,2,8/8/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WI
4,8/22/2023,Core Enchantment Zone,4,4,9/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/13/2023,Core Enchantment Zone,6,6,6/22/2023,Stuart  Zone,2,2,Unsuccessful,,,,OR
6,8/19/2023,Core Enchantment Zone,6,6,8/12/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
2,6/20/2023,Core Enchantment Zone,2,2,6/28/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/26/2023,Core Enchantment Zone,4,4,10/14/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
2,8/30/2023,Core Enchantment Zone,2,2,8/22/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/19/2023,Colchuck Zone,4,4,9/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/31/2023,Core Enchantment Zone,6,6,8/7/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
3,8/18/2023,Snow Zone,3,3,8/11/2023,Stuart  Zone,3,3,Unsuccessful,,,,WA
1,7/25/2023,Colchuck Zone,1,1,7/27/2023,Colchuck Zone,1,1,Unsuccessful,,,,OR
8,8/29/2023,Core Enchantment Zone,8,8,8/30/2023,Core Enchantment Zone,8,8,Awarded,2,Core Enchantment Zone,8,WA
6,7/29/2023,Core Enchantment Zone,6,6,8/12/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,7/16/2023,Core Enchantment Zone,2,2,7/21/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CO
4,8/25/2023,Core Enchantment Zone,4,4,9/15/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
6,8/8/2023,Core Enchantment Zone,6,6,8/15/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/19/2023,Core Enchantment Zone,4,4,9/20/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,9/5/2023,Core Enchantment Zone,5,5,9/18/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
8,9/10/2023,Snow Zone,8,8,9/17/2023,Snow Zone,8,8,Unsuccessful,,,,CA
6,8/5/2023,Eightmile/Caroline Zone,6,6,7/22/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
3,9/21/2023,Snow Zone,3,3,9/14/2023,Stuart  Zone,3,3,Unsuccessful,,,,WA
4,8/2/2023,Core Enchantment Zone,4,4,8/6/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
3,7/24/2023,Core Enchantment Zone,3,3,8/14/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,9/7/2023,Colchuck Zone,4,4,8/24/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/2/2023,Core Enchantment Zone,2,2,8/9/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
6,7/8/2023,Core Enchantment Zone,6,6,9/16/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
3,8/22/2023,Core Enchantment Zone,3,3,8/23/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,AL
4,9/6/2023,Core Enchantment Zone,4,4,8/16/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,10/14/2023,Core Enchantment Zone,4,4,10/15/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WY
8,9/16/2023,Core Enchantment Zone,8,8,9/23/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
8,8/4/2023,Colchuck Zone,8,8,8/11/2023,Eightmile/Caroline Zone,8,8,Unsuccessful,,,,WA
4,8/25/2023,Core Enchantment Zone,4,4,7/28/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
8,7/30/2023,Core Enchantment Zone,8,8,7/30/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
7,7/26/2023,Snow Zone,7,7,7/26/2023,Colchuck Zone,7,7,Unsuccessful,,,,WA
4,8/3/2023,Core Enchantment Zone,4,4,8/6/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
5,8/19/2023,Core Enchantment Zone,5,5,8/26/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
6,7/24/2023,Core Enchantment Zone,6,6,8/8/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
4,8/15/2023,Core Enchantment Zone,3,3,8/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,9/12/2023,Core Enchantment Zone,5,5,9/13/2023,Colchuck Zone,5,5,Unsuccessful,,,,WA
8,7/20/2023,Core Enchantment Zone,8,8,8/10/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,,,,,,,,,Unsuccessful,,,,WA
2,9/7/2023,Core Enchantment Zone,2,2,8/20/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,6/11/2023,Core Enchantment Zone,6,6,6/9/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,8/26/2023,Stuart  Zone,2,2,8/19/2023,Snow Zone,2,2,Unsuccessful,,,,WA
4,8/2/2023,Core Enchantment Zone,4,4,8/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
6,9/3/2023,Colchuck Zone,6,6,9/10/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,7/10/2023,Colchuck Zone,4,4,8/7/2023,Snow Zone,4,4,Unsuccessful,,,,WA
8,8/13/2023,Core Enchantment Zone,8,8,7/9/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/21/2023,Core Enchantment Zone,2,2,9/18/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,7/28/2023,Core Enchantment Zone,2,2,9/1/2023,Stuart  Zone,2,2,Unsuccessful,,,,WA
2,9/21/2023,Stuart  Zone,2,2,9/19/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/25/2023,Core Enchantment Zone,4,4,9/15/2023,Eightmile/Caroline Zone,4,4,Awarded,3,Eightmile/Caroline Zone,4,WA
1,7/11/2023,Core Enchantment Zone,1,1,7/12/2023,Core Enchantment Zone,1,1,Unsuccessful,,,,WA
8,10/28/2023,Core Enchantment Zone,8,8,9/16/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
8,8/12/2023,Colchuck Zone,8,8,8/26/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
8,9/1/2023,Snow Zone,8,8,9/1/2023,Colchuck Zone,8,8,Awarded,2,Snow Zone,8,WA
4,9/10/2023,Core Enchantment Zone,4,4,9/17/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/15/2023,Stuart  Zone,4,4,9/19/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
6,8/2/2023,Core Enchantment Zone,6,6,8/9/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/21/2023,Core Enchantment Zone,4,4,8/28/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
2,7/29/2023,Colchuck Zone,2,2,7/22/2023,Colchuck Zone,2,2,Unsuccessful,,,,MN
4,7/21/2023,Eightmile/Caroline Zone,4,4,7/8/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,WA
1,8/13/2023,Core Enchantment Zone,1,1,7/30/2023,Core Enchantment Zone,1,1,Unsuccessful,,,,WA
4,7/21/2023,Core Enchantment Zone,4,4,8/4/2023,Colchuck Zone,4,4,Unsuccessful,,,,CA
2,9/6/2023,Core Enchantment Zone,2,2,9/7/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,IA
8,8/10/2023,Core Enchantment Zone,8,8,8/17/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/27/2023,Core Enchantment Zone,4,4,8/3/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/3/2023,Core Enchantment Zone,4,4,9/10/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,9/24/2023,Snow Zone,8,8,10/1/2023,Snow Zone,8,8,Unsuccessful,,,,WA
2,10/1/2023,Core Enchantment Zone,2,2,10/8/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,8/9/2023,Colchuck Zone,4,4,8/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,10/8/2023,Core Enchantment Zone,4,4,9/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,9/14/2023,Colchuck Zone,8,8,9/14/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,8/31/2023,Core Enchantment Zone,8,8,9/14/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/9/2023,Core Enchantment Zone,4,4,9/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/19/2023,Core Enchantment Zone,4,4,7/13/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,7/20/2023,Core Enchantment Zone,5,5,7/21/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,TN
4,8/5/2023,Core Enchantment Zone,4,4,7/29/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,AZ
8,8/4/2023,Core Enchantment Zone,8,8,8/5/2023,Colchuck Zone,8,8,Unsuccessful,,,,NC
2,8/9/2023,Core Enchantment Zone,2,2,8/10/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,NC
4,8/7/2023,Snow Zone,4,4,8/14/2023,Snow Zone,4,4,Unsuccessful,,,,WA
2,8/7/2023,Core Enchantment Zone,2,2,10/7/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/15/2023,Core Enchantment Zone,4,4,8/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/14/2023,Colchuck Zone,6,6,7/21/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
6,7/6/2023,Snow Zone,4,4,8/8/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
3,9/7/2023,Core Enchantment Zone,3,3,9/1/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
4,7/25/2023,Snow Zone,6,6,8/2/2023,Snow Zone,6,6,Unsuccessful,,,,WA
4,7/17/2023,Core Enchantment Zone,4,4,8/24/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,TX
8,7/15/2023,Core Enchantment Zone,8,8,7/22/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/13/2023,Stuart  Zone,4,4,8/14/2023,Stuart  Zone,4,4,Unsuccessful,,,,OR
8,6/23/2023,Stuart  Zone,8,8,7/15/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/13/2023,Colchuck Zone,4,4,8/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,5/20/2023,Core Enchantment Zone,2,2,5/27/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,8/18/2023,Colchuck Zone,6,6,10/23/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/17/2023,Colchuck Zone,4,4,8/10/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
2,6/11/2023,Core Enchantment Zone,3,3,6/25/2023,Core Enchantment Zone,4,4,Awarded,1,Core Enchantment Zone,2,WA
6,7/20/2023,Core Enchantment Zone,6,6,7/27/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/22/2023,Core Enchantment Zone,4,4,8/23/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
8,7/24/2023,Core Enchantment Zone,8,8,7/17/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,CA
5,7/14/2023,Core Enchantment Zone,5,5,8/4/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
8,9/10/2023,Core Enchantment Zone,8,8,9/13/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
4,9/5/2023,Core Enchantment Zone,2,2,9/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,7/19/2023,Snow Zone,2,2,7/19/2023,Snow Zone,2,2,Unsuccessful,,,,CA
6,10/11/2023,Core Enchantment Zone,6,6,10/13/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,5/18/2023,Core Enchantment Zone,4,4,5/25/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
4,5/25/2023,Colchuck Zone,4,4,6/16/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
6,9/8/2023,Core Enchantment Zone,6,6,9/1/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,WA
8,7/19/2023,Core Enchantment Zone,8,8,7/14/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/8/2023,Core Enchantment Zone,4,4,9/15/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,MA
4,7/21/2023,Core Enchantment Zone,4,4,7/28/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/13/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,9/13/2023,Snow Zone,2,2,9/28/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
5,8/5/2023,Core Enchantment Zone,5,5,8/19/2023,Colchuck Zone,5,5,Unsuccessful,,,,WA
5,9/18/2023,Core Enchantment Zone,5,5,9/25/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,7/17/2023,Core Enchantment Zone,4,4,7/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,9/18/2023,Snow Zone,2,2,9/19/2023,Snow Zone,2,2,Unsuccessful,,,,WA
5,8/13/2023,Core Enchantment Zone,5,5,7/23/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,7/11/2023,Colchuck Zone,8,8,8/14/2023,Snow Zone,8,8,Unsuccessful,,,,WA
4,7/25/2023,Eightmile/Caroline Zone (stock),4,4,8/23/2023,Colchuck Zone,4,4,Unsuccessful,,,,ID
7,9/16/2023,Core Enchantment Zone,7,7,9/9/2023,Colchuck Zone,7,7,Unsuccessful,,,,WA
4,8/4/2023,Core Enchantment Zone,4,4,8/29/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
4,8/18/2023,Core Enchantment Zone,2,2,9/10/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,9/28/2023,Core Enchantment Zone,2,2,10/3/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,8/23/2023,Core Enchantment Zone,4,4,6/27/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,8/11/2023,Core Enchantment Zone,4,4,5/17/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
5,8/2/2023,Core Enchantment Zone,4,4,6/30/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
3,7/31/2023,Core Enchantment Zone,3,3,7/27/2023,Stuart  Zone,3,3,Unsuccessful,,,,WA
4,7/11/2023,Colchuck Zone,4,4,7/11/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
6,7/21/2023,Core Enchantment Zone,6,6,8/4/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,7/15/2023,Snow Zone,8,8,8/25/2023,Core Enchantment Zone,8,8,Awarded,2,Snow Zone,8,WA
4,9/1/2023,Colchuck Zone,4,4,9/1/2023,Snow Zone,4,4,Unsuccessful,,,,WA
6,8/12/2023,Core Enchantment Zone,6,6,8/26/2023,Snow Zone,6,6,Unsuccessful,,,,WA
2,9/3/2023,Colchuck Zone,1,1,9/17/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
4,6/27/2023,Snow Zone,4,4,6/28/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,7/28/2023,Core Enchantment Zone,8,8,7/28/2023,Colchuck Zone,8,8,Unsuccessful,,,,ID
2,8/21/2023,Colchuck Zone,2,2,8/20/2023,Snow Zone,2,2,Unsuccessful,,,,NV
4,6/23/2023,Core Enchantment Zone,4,4,7/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,TX
8,9/2/2023,Stuart  Zone,8,8,8/26/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,ID
3,7/2/2023,Core Enchantment Zone,3,3,9/2/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,10/9/2023,Colchuck Zone,6,6,8/15/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/13/2023,Core Enchantment Zone,4,4,9/10/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
2,9/17/2023,Colchuck Zone,2,2,5/21/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
2,9/16/2023,Core Enchantment Zone,4,4,8/29/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,9/6/2023,Stuart  Zone,6,6,8/21/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,8/17/2023,Core Enchantment Zone,8,8,8/3/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,6/21/2023,Core Enchantment Zone,6,6,7/31/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,7/14/2023,Core Enchantment Zone,8,8,7/28/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,10/7/2023,Core Enchantment Zone,6,6,9/16/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/23/2023,Core Enchantment Zone,4,4,7/17/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/13/2023,Snow Zone,6,6,9/7/2023,Stuart  Zone,6,6,Unsuccessful,,,,OR
4,6/13/2023,Stuart  Zone,4,4,6/20/2023,Core Enchantment Zone,4,4,Awarded,2,Stuart  Zone,4,WA
2,6/27/2023,Core Enchantment Zone,2,2,7/5/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/13/2023,Core Enchantment Zone,4,4,8/20/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,MN
3,7/24/2023,Core Enchantment Zone,3,3,7/31/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
3,7/27/2023,Core Enchantment Zone,3,3,9/13/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
5,8/3/2023,Core Enchantment Zone,5,5,8/4/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,CA
4,6/29/2023,Colchuck Zone,6,6,7/3/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,8/10/2023,Snow Zone,8,8,8/24/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/14/2023,Core Enchantment Zone,4,4,9/14/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
